,RowID,Model,Question,Answer,Question_category,Question_sub_category,Caption Notes,annotator,video_path,Prompt
2027,104.0,Veo2,"Is the lighting in the video soft and dramatic, enhancing the metallic sheen of the nail and the rugged texture of the leather?",Yes,,,,.,./new_video_folders/Veo2/19k7SDqcfMxuF6WzLobtN7Qo-CymVs3sC.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2028,104.0,Sora,"Is the lighting in the video soft and dramatic, enhancing the metallic sheen of the nail and the rugged texture of the leather?",Yes,,,,.,./new_video_folders/Sora/180Iu6IzjF7d98DE1AUd5rr-d4GGvw-b-.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2029,104.0,Veo2,Does the video maintain a close-up macro perspective throughout the scene?,Yes,,,,.,./new_video_folders/Veo2/19k7SDqcfMxuF6WzLobtN7Qo-CymVs3sC.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2030,104.0,Sora,Does the video maintain a close-up macro perspective throughout the scene?,Yes,,,,.,./new_video_folders/Sora/180Iu6IzjF7d98DE1AUd5rr-d4GGvw-b-.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2031,104.0,Veo2,Is the change in the nail's penetration into the leather gradual and detailed as described in the prompt?,Yes,,,,.,./new_video_folders/Veo2/19k7SDqcfMxuF6WzLobtN7Qo-CymVs3sC.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2032,104.0,Sora,Is the change in the nail's penetration into the leather gradual and detailed as described in the prompt?,Yes,,,,.,./new_video_folders/Sora/180Iu6IzjF7d98DE1AUd5rr-d4GGvw-b-.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2033,104.0,Veo2,Does the video show any inconsistency in the texture of the leather before and after being punctured?,No,,,,.,./new_video_folders/Veo2/19k7SDqcfMxuF6WzLobtN7Qo-CymVs3sC.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2034,104.0,Sora,Does the video show any inconsistency in the texture of the leather before and after being punctured?,No,,,,.,./new_video_folders/Sora/180Iu6IzjF7d98DE1AUd5rr-d4GGvw-b-.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2035,104.0,Veo2,"Are the physics of the puncturing action realistic, such as the reaction of the leather and the nail’s entry?",Yes,,,,.,./new_video_folders/Veo2/19k7SDqcfMxuF6WzLobtN7Qo-CymVs3sC.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2036,104.0,Sora,"Are the physics of the puncturing action realistic, such as the reaction of the leather and the nail’s entry?",Yes,,,,.,./new_video_folders/Sora/180Iu6IzjF7d98DE1AUd5rr-d4GGvw-b-.mp4,"A close-up macro shot of a sharp iron nail slowly pressing against a thick leather surface. As pressure increases, the nail punctures the leather in a highly detailed and realistic manner. The texture of the leather is visible, showing its fibers stretching and tearing apart. Slow-motion effects capture the exact moment the nail pierces through, with tiny particles of leather scattering. The lighting is soft and dramatic, highlighting the metallic sheen of the nail and the rugged texture of the leather."
2037,106.0,Veo2,Does the video illustrate the shrinking of a blue balloon when it interacts with dry ice?,Yes,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2038,106.0,Sora,Does the video illustrate the shrinking of a blue balloon when it interacts with dry ice?,Yes,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2039,106.0,Veo2,What causes the balloon in the video to shrink initially?,The cold temperature of the dry ice,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2040,106.0,Sora,What causes the balloon in the video to shrink initially?,The cold temperature of the dry ice,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2041,106.0,Veo2,"After being removed from the bowl of dry ice, what happens to the size of the balloon in the video?",It expands back to its original size,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2042,106.0,Sora,"After being removed from the bowl of dry ice, what happens to the size of the balloon in the video?",It expands back to its original size,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2043,106.0,Veo2,Which scientific principle is demonstrated through the interaction of the balloon and the dry ice in the video?,Thermal expansion and contraction,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2044,106.0,Sora,Which scientific principle is demonstrated through the interaction of the balloon and the dry ice in the video?,Thermal expansion and contraction,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2045,106.0,Veo2,Is the balloon shown returning to the same size it was before being placed in the dry ice?,Yes,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2046,106.0,Sora,Is the balloon shown returning to the same size it was before being placed in the dry ice?,Yes,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2047,106.0,Veo2,Does the balloon change color when it shrinks or expands in the video?,No,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2048,106.0,Sora,Does the balloon change color when it shrinks or expands in the video?,No,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2049,106.0,Veo2,Are the changes in the balloon's size depicted smoothly through the video duration?,Yes,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2050,106.0,Sora,Are the changes in the balloon's size depicted smoothly through the video duration?,Yes,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2051,106.0,Veo2,Does any part of the balloon appear to be damaged or react unexpectedly to the dry ice during the video?,No,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2052,106.0,Sora,Does any part of the balloon appear to be damaged or react unexpectedly to the dry ice during the video?,No,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2053,106.0,Veo2,"Is the amount of dry ice in the bowl constant throughout the video, or does it visibly sublimate or decrease?",It remains constant,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2054,106.0,Sora,"Is the amount of dry ice in the bowl constant throughout the video, or does it visibly sublimate or decrease?",It remains constant,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2055,106.0,Veo2,Does the video correctly maintain the blue color of the balloon consistently throughout its transformation?,Yes,,,,.,./new_video_folders/Veo2/15vyK-jfDTW7MMmUdFbqFdkb8Qmx6NEvs.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2056,106.0,Sora,Does the video correctly maintain the blue color of the balloon consistently throughout its transformation?,Yes,,,,.,./new_video_folders/Sora/17f2srGXUCM1VwoeG-PjFgP4V9KlJ6SDE.mp4,"The video shows a blue balloon being placed in a bowl filled with dry ice. The balloon initially shrinks due to the cold temperature of the dry ice, but as the balloon is removed from the bowl, it expands back to its original size. This demonstrates the principle of thermal expansion and contraction."
2057,107.0,Veo2,Does the glass cup remain intact after hitting the ground?,"No, it breaks.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2058,107.0,Sora,Does the glass cup remain intact after hitting the ground?,"No, it breaks.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2059,107.0,Veo2,What causes the glass cup to fall?,It falls from the table.,,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2060,107.0,Sora,What causes the glass cup to fall?,It falls from the table.,,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2061,107.0,Veo2,Is the transition of the falling cup smooth without sudden jumps in the video?,"Yes, it should fall smoothly.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2062,107.0,Sora,Is the transition of the falling cup smooth without sudden jumps in the video?,"Yes, it should fall smoothly.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2063,107.0,Veo2,Does the video show any action that defies the law of gravity concerning the falling cup?,"No, the cup should fall under the influence of gravity.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2064,107.0,Sora,Does the video show any action that defies the law of gravity concerning the falling cup?,"No, the cup should fall under the influence of gravity.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2065,107.0,Veo2,Is the cup's breaking consistent with how glass normally reacts to a hard impact?,"Yes, it should shatter upon hitting the ground.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2066,107.0,Sora,Is the cup's breaking consistent with how glass normally reacts to a hard impact?,"Yes, it should shatter upon hitting the ground.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2067,107.0,Veo2,"How many pieces is the cup broken into, is it just one large piece or several smaller ones?","Several smaller pieces, as glass tends to shatter.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2068,107.0,Sora,"How many pieces is the cup broken into, is it just one large piece or several smaller ones?","Several smaller pieces, as glass tends to shatter.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2069,107.0,Veo2,"Prior to the cup hitting the ground, is there any inappropriate fluctuation in its falling speed?","No, the cup should consistently accelerate until it hits the ground.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2070,107.0,Sora,"Prior to the cup hitting the ground, is there any inappropriate fluctuation in its falling speed?","No, the cup should consistently accelerate until it hits the ground.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2071,107.0,Veo2,Is the sound of glass breaking audible in the scenario provided in the video?,"Yes, you would expect to hear the sound of glass breaking.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2072,107.0,Sora,Is the sound of glass breaking audible in the scenario provided in the video?,"Yes, you would expect to hear the sound of glass breaking.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2073,107.0,Veo2,Does the video show the same type of cup from the beginning till the end?,"Yes, it should consistently show the same glass cup.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2074,107.0,Sora,Does the video show the same type of cup from the beginning till the end?,"Yes, it should consistently show the same glass cup.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2075,107.0,Veo2,Is there anything in the video that would unexpectedly stop the cup from breaking after it falls from the table?,"No, nothing should interfere with the cup's fall and breakage.",,,,.,./new_video_folders/Veo2/1z-cxatM9zItzs_I6tr0tm6LpY6NbZvGO.mp4,A glass cup falls from the table then breaks.
2076,107.0,Sora,Is there anything in the video that would unexpectedly stop the cup from breaking after it falls from the table?,"No, nothing should interfere with the cup's fall and breakage.",,,,.,./new_video_folders/Sora/1zhc_svLg7iaSMeNvqEEN0Jm-tQB5npPF.mp4,A glass cup falls from the table then breaks.
2077,108.0,Veo2,Is the hand holding any fruit in the video?,"Yes, the hand is holding apples.",,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2078,108.0,Sora,Is the hand holding any fruit in the video?,"Yes, the hand is holding apples.",,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2079,108.0,Veo2,How many apples are visible in the hand throughout the video?,Three apples.,,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2080,108.0,Sora,How many apples are visible in the hand throughout the video?,Three apples.,,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2081,108.0,Veo2,"According to the arrangement described, where should the third apple be positioned compared to the other two?","The third apple should be on top of the two bottom apples, lying in the middle.",,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2082,108.0,Sora,"According to the arrangement described, where should the third apple be positioned compared to the other two?","The third apple should be on top of the two bottom apples, lying in the middle.",,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2083,108.0,Veo2,Does the arrangement of apples change during the video?,"No, the arrangement stays the same throughout the video.",,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2084,108.0,Sora,Does the arrangement of apples change during the video?,"No, the arrangement stays the same throughout the video.",,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2085,108.0,Veo2,Are all the apples supposed to remain in the hand throughout the video?,"Yes, all apples should remain in the hand throughout the video.",,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2086,108.0,Sora,Are all the apples supposed to remain in the hand throughout the video?,"Yes, all apples should remain in the hand throughout the video.",,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2087,108.0,Veo2,Should the position of the hand holding the apples change drastically or remain relatively stable in the video?,The hand should remain relatively stable.,,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2088,108.0,Sora,Should the position of the hand holding the apples change drastically or remain relatively stable in the video?,The hand should remain relatively stable.,,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2089,108.0,Veo2,"Assuming a realistic scenario, are the apples supposed to float away or remain firmly held by the hand?","The apples should remain firmly held by the hand, they should not float away.",,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2090,108.0,Sora,"Assuming a realistic scenario, are the apples supposed to float away or remain firmly held by the hand?","The apples should remain firmly held by the hand, they should not float away.",,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2091,108.0,Veo2,"Does the top apple ever appear larger than the bottom apples, suggesting abnormal perspective or scale?","No, the top apple does not appear abnormally larger than the bottom apples.",,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2092,108.0,Sora,"Does the top apple ever appear larger than the bottom apples, suggesting abnormal perspective or scale?","No, the top apple does not appear abnormally larger than the bottom apples.",,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2093,108.0,Veo2,"Is there a moment in the video where the number of apples increases or decreases, defying the conservation of mass?","No, the number of apples should remain consistent; three apples should be visible throughout the video.",,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2094,108.0,Sora,"Is there a moment in the video where the number of apples increases or decreases, defying the conservation of mass?","No, the number of apples should remain consistent; three apples should be visible throughout the video.",,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2095,108.0,Veo2,"Is the hand the main focus of the video, or is it overshadowed by other elements?",The hand with the apples should be the main focus of the video.,,,,.,./new_video_folders/Veo2/1PL9jgcAOqzb4GA6nX7mkI7RA7pyJVOjg.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2096,108.0,Sora,"Is the hand the main focus of the video, or is it overshadowed by other elements?",The hand with the apples should be the main focus of the video.,,,,.,./new_video_folders/Sora/1Q9gsxmvY_WhKU_t1atI_jiQKNBRaZI5X.mp4,"a hand is holding three apples, two apples are at the bottom, and the third apple is on top of these two apples and lies in the middle."
2097,109.0,Veo2,Does the video display a dog positioned above a cat?,Yes,,,,.,./new_video_folders/Veo2/1OJpqRkm5XsHyoegv-H7tBiTTx_SFKeGT.mp4,"A dog is sitting on a table, and a cat is under the table."
2098,109.0,Sora,Does the video display a dog positioned above a cat?,Yes,,,,.,./new_video_folders/Sora/1C58r8oRhTCxAKzf6IdhJlc0ZivhCY_vT.mp4,"A dog is sitting on a table, and a cat is under the table."
2099,109.0,Veo2,Is the dog standing or sitting on the table?,Sitting,,,,.,./new_video_folders/Veo2/1OJpqRkm5XsHyoegv-H7tBiTTx_SFKeGT.mp4,"A dog is sitting on a table, and a cat is under the table."
2100,109.0,Sora,Is the dog standing or sitting on the table?,Sitting,,,,.,./new_video_folders/Sora/1C58r8oRhTCxAKzf6IdhJlc0ZivhCY_vT.mp4,"A dog is sitting on a table, and a cat is under the table."
2101,109.0,Veo2,Where is the cat located in relation to the table?,Under the table,,,,.,./new_video_folders/Veo2/1OJpqRkm5XsHyoegv-H7tBiTTx_SFKeGT.mp4,"A dog is sitting on a table, and a cat is under the table."
2102,109.0,Sora,Where is the cat located in relation to the table?,Under the table,,,,.,./new_video_folders/Sora/1C58r8oRhTCxAKzf6IdhJlc0ZivhCY_vT.mp4,"A dog is sitting on a table, and a cat is under the table."
2103,109.0,Veo2,"Are there any indications of the dog or cat moving locations inappropriately, such as the cat suddenly appearing above the table?",No,,,,.,./new_video_folders/Veo2/1OJpqRkm5XsHyoegv-H7tBiTTx_SFKeGT.mp4,"A dog is sitting on a table, and a cat is under the table."
2104,109.0,Sora,"Are there any indications of the dog or cat moving locations inappropriately, such as the cat suddenly appearing above the table?",No,,,,.,./new_video_folders/Sora/1C58r8oRhTCxAKzf6IdhJlc0ZivhCY_vT.mp4,"A dog is sitting on a table, and a cat is under the table."
2105,109.0,Veo2,"Does the dog remain on the table throughout the video, maintaining spatial consistency?",Yes,,,,.,./new_video_folders/Veo2/1OJpqRkm5XsHyoegv-H7tBiTTx_SFKeGT.mp4,"A dog is sitting on a table, and a cat is under the table."
2106,109.0,Sora,"Does the dog remain on the table throughout the video, maintaining spatial consistency?",Yes,,,,.,./new_video_folders/Sora/1C58r8oRhTCxAKzf6IdhJlc0ZivhCY_vT.mp4,"A dog is sitting on a table, and a cat is under the table."
2107,109.0,Veo2,"Is the size of the dog and cat consistent throughout the video, without any abrupt changes in their dimensions?",Yes,,,,.,./new_video_folders/Veo2/1OJpqRkm5XsHyoegv-H7tBiTTx_SFKeGT.mp4,"A dog is sitting on a table, and a cat is under the table."
2108,109.0,Sora,"Is the size of the dog and cat consistent throughout the video, without any abrupt changes in their dimensions?",Yes,,,,.,./new_video_folders/Sora/1C58r8oRhTCxAKzf6IdhJlc0ZivhCY_vT.mp4,"A dog is sitting on a table, and a cat is under the table."
2109,109.0,Veo2,"In the video, do the table and the floor maintain a steady position relative to each other, preserving the physical attribute of gravity?",Yes,,,,.,./new_video_folders/Veo2/1OJpqRkm5XsHyoegv-H7tBiTTx_SFKeGT.mp4,"A dog is sitting on a table, and a cat is under the table."
